"Local Authority","School Type","Year Group","Year","Walk","Cycle","Scooter / Skate","Park & Stride","Driven","Bus","Taxi","Other"
"Argyll & Bute","SEN","S4-S6",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","SEN","S4-S6",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","SEN","S4-S6",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","SEN","S4-S6",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","SEN","S4-S6",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","Independent","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","Independent","P1-P4",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","Independent","P1-P4",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","Independent","P1-P4",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","Independent","P1-P4",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","Independent","P1-P4",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","Independent","P1-P4",2014,NA,NA,0,0,34,0,0,0
"Argyll & Bute","Independent","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","Independent","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","Independent","P5-P7",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","Independent","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","Independent","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","Independent","P5-P7",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","Independent","P5-P7",2014,14,NA,0,NA,33,5,0,0
"Argyll & Bute","Independent","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","Independent","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","Independent","S1-S3",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","Independent","S1-S3",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","Independent","S1-S3",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","Independent","S1-S3",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","Independent","S1-S3",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","Independent","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","Independent","S4-S6",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","Independent","S4-S6",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","Independent","S4-S6",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","Independent","S4-S6",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","Independent","S4-S6",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Argyll & Bute","Independent","S4-S6",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","Primary","P1-P4",2008,666.328,15.652,14.534,102.856,283.972,14.534,21.242,0
"Clackmannanshire","Primary","P1-P4",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","Primary","P1-P4",2010,1069.929,60.384,24.531,96.237,596.292,11.322,26.418,0
"Clackmannanshire","Primary","P1-P4",2011,681,37,31,140,374,6,15,0
"Clackmannanshire","Primary","P1-P4",2012,1090,115,51,180,525,10,20,0
"Clackmannanshire","Primary","P1-P4",2013,1069,87,137,155,598,7,38,0
"Clackmannanshire","Primary","P1-P4",2014,1155,139,118,192,534,15,36,0
"Clackmannanshire","Primary","P5-P7",2008,552.98,14.62,NA,115.24,145.34,12.9,17.2,NA
"Clackmannanshire","Primary","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","Primary","P5-P7",2010,895.491,43.616,NA,121.307,283.504,5.452,10.904,NA
"Clackmannanshire","Primary","P5-P7",2011,560,38,5,93,144,5,14,0
"Clackmannanshire","Primary","P5-P7",2012,859,71,19,91,257,11,11,0
"Clackmannanshire","Primary","P5-P7",2013,811,68,96,105,263,5,15,0
"Clackmannanshire","Primary","P5-P7",2014,784,87,108,146,242,7,12,0
"Clackmannanshire","Secondary ","S1-S3",2008,173.07,8.1,0,NA,55.08,29.97,NA,0
"Clackmannanshire","Secondary ","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","Secondary ","S1-S3",2010,269.225,NA,0,NA,58.08,266.2,NA,NA
"Clackmannanshire","Secondary ","S1-S3",2011,175,8,0,20,52,19,NA,NA
"Clackmannanshire","Secondary ","S1-S3",2012,243,7,NA,11,64,15,14,NA
"Clackmannanshire","Secondary ","S1-S3",2013,197,NA,NA,17,81,10,NA,0
"Clackmannanshire","Secondary ","S1-S3",2014,229,NA,NA,13,73,8,NA,0
"Clackmannanshire","Secondary ","S4-S6",2008,160.93,6.916,0,0,68.096,23.94,6.118,0
"Clackmannanshire","Secondary ","S4-S6",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","Secondary ","S4-S6",2010,251.098,6.193,NA,10.134,87.265,200.991,6.193,NA
"Clackmannanshire","Secondary ","S4-S6",2011,122,NA,0,31,63,19,0,NA
"Clackmannanshire","Secondary ","S4-S6",2012,173,NA,NA,24,54,21,14,0
"Clackmannanshire","Secondary ","S4-S6",2013,113,9,0,NA,60,10,NA,0
"Clackmannanshire","Secondary ","S4-S6",2014,147,NA,NA,14,58,20,0,0
"Clackmannanshire","SEN","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","SEN","P1-P4",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","SEN","P1-P4",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","SEN","P1-P4",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","SEN","P1-P4",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","SEN","P1-P4",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","SEN","P1-P4",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","SEN","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","SEN","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","SEN","P5-P7",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","SEN","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","SEN","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","SEN","P5-P7",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","SEN","P5-P7",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","SEN","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","SEN","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","SEN","S1-S3",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","SEN","S1-S3",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","SEN","S1-S3",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","SEN","S1-S3",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","SEN","S1-S3",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","SEN","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","SEN","S4-S6",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","SEN","S4-S6",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","SEN","S4-S6",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","SEN","S4-S6",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","SEN","S4-S6",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","SEN","S4-S6",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","Independent","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","Independent","P1-P4",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","Independent","P1-P4",2010,33.015,0,0,15.965,95.945,10.075,0,0
"Clackmannanshire","Independent","P1-P4",2011,38,NA,0,20,81,15,0,NA
"Clackmannanshire","Independent","P1-P4",2012,34,0,0,14,94,10,0,0
"Clackmannanshire","Independent","P1-P4",2013,25,0,NA,31,71,14,0,NA
"Clackmannanshire","Independent","P1-P4",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","Independent","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","Independent","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","Independent","P5-P7",2010,44.07,0,0,16.046,77.97,87.01,NA,NA
"Clackmannanshire","Independent","P5-P7",2011,47,0,0,16,82,64,0,0
"Clackmannanshire","Independent","P5-P7",2012,45,0,0,14,73,69,0,0
"Clackmannanshire","Independent","P5-P7",2013,47,0,0,19,70,73,0,0
"Clackmannanshire","Independent","P5-P7",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","Independent","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","Independent","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","Independent","S1-S3",2010,79.992,0,0,7.92,93.06,215.028,0,0
"Clackmannanshire","Independent","S1-S3",2011,70,0,0,7,107,209,NA,NA
"Clackmannanshire","Independent","S1-S3",2012,55,0,0,15,77,153,0,0
"Clackmannanshire","Independent","S1-S3",2013,67,0,0,NA,77,174,0,NA
"Clackmannanshire","Independent","S1-S3",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","Independent","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","Independent","S4-S6",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Clackmannanshire","Independent","S4-S6",2010,111.111,0,0,6.919,111.111,175.01,NA,NA
"Clackmannanshire","Independent","S4-S6",2011,124,0,0,12,88,194,0,9
"Clackmannanshire","Independent","S4-S6",2012,127,0,0,10,103,204,0,5
"Clackmannanshire","Independent","S4-S6",2013,89,0,0,12,83,178,0,0
"Clackmannanshire","Independent","S4-S6",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","Primary","P1-P4",2008,1717.76,89.792,NA,265.472,1331.264,378.688,97.6,NA
"Dumfries & Galloway","Primary","P1-P4",2009,1101.174,37.035,7.407,234.555,819.708,232.086,41.973,0
"Dumfries & Galloway","Primary","P1-P4",2010,1338.084,87.854,NA,391.964,1226.577,256.804,57.443,NA
"Dumfries & Galloway","Primary","P1-P4",2011,1705,132,NA,455,1384,226,66,NA
"Dumfries & Galloway","Primary","P1-P4",2012,1812,164,100,558,1440,216,101,5
"Dumfries & Galloway","Primary","P1-P4",2013,1959,279,196,599,1438,271,NA,NA
"Dumfries & Galloway","Primary","P1-P4",2014,2032,302,242,523,1535,243,NA,NA
"Dumfries & Galloway","Primary","P5-P7",2008,1355.618,206.352,8.598,186.29,713.634,338.188,57.32,0
"Dumfries & Galloway","Primary","P5-P7",2009,901.478,58.342,NA,176.908,474.264,237.132,30.112,NA
"Dumfries & Galloway","Primary","P5-P7",2010,1337.076,125.708,NA,342.84,739.963,234.274,65.711,NA
"Dumfries & Galloway","Primary","P5-P7",2011,1270,165,16,309,709,198,44,0
"Dumfries & Galloway","Primary","P5-P7",2012,1307,211,NA,378,806,204,63,NA
"Dumfries & Galloway","Primary","P5-P7",2013,1519,232,173,394,805,215,79,0
"Dumfries & Galloway","Primary","P5-P7",2014,1500,284,155,442,760,161,68,0
"Dumfries & Galloway","Secondary ","S1-S3",2008,497.675,36.301,NA,112.416,121.784,381.746,19.907,NA
"Dumfries & Galloway","Secondary ","S1-S3",2009,900.125,38,NA,137.75,201.875,1068.75,26.125,NA
"Dumfries & Galloway","Secondary ","S1-S3",2010,799.392,52.233,24.981,99.924,356.547,906.129,24.981,6.813
"Dumfries & Galloway","Secondary ","S1-S3",2011,1126,55,NA,176,372,928,29,NA
"Dumfries & Galloway","Secondary ","S1-S3",2012,1268,51,0,184,449,1038,32,7
"Dumfries & Galloway","Secondary ","S1-S3",2013,1104,45,NA,212,375,1227,27,NA
"Dumfries & Galloway","Secondary ","S1-S3",2014,1131,41,13,207,373,958,31,9
"Dumfries & Galloway","Secondary ","S4-S6",2008,389.25,19.895,NA,65.74,121.965,242.2,23.355,NA
"Dumfries & Galloway","Secondary ","S4-S6",2009,604.278,17.07,NA,78.522,198.012,781.806,15.363,NA
"Dumfries & Galloway","Secondary ","S4-S6",2010,608.608,35.112,33.44,80.256,215.688,657.096,31.768,8.36
"Dumfries & Galloway","Secondary ","S4-S6",2011,865,25,8,97,335,636,28,5
"Dumfries & Galloway","Secondary ","S4-S6",2012,978,32,NA,119,426,853,32,NA
"Dumfries & Galloway","Secondary ","S4-S6",2013,879,32,NA,148,376,948,29,NA
"Dumfries & Galloway","Secondary ","S4-S6",2014,894,28,14,148,285,761,26,5
"Dumfries & Galloway","SEN","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","SEN","P1-P4",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","SEN","P1-P4",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","SEN","P1-P4",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","SEN","P1-P4",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","SEN","P1-P4",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","SEN","P1-P4",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","SEN","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","SEN","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","SEN","P5-P7",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","SEN","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","SEN","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","SEN","P5-P7",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","SEN","P5-P7",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","SEN","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","SEN","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","SEN","S1-S3",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","SEN","S1-S3",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","SEN","S1-S3",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","SEN","S1-S3",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","SEN","S1-S3",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","SEN","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","SEN","S4-S6",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","SEN","S4-S6",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","SEN","S4-S6",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","SEN","S4-S6",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","SEN","S4-S6",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","SEN","S4-S6",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","Independent","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","Independent","P1-P4",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","Independent","P1-P4",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","Independent","P1-P4",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","Independent","P1-P4",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","Independent","P1-P4",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","Independent","P1-P4",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","Independent","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","Independent","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","Independent","P5-P7",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","Independent","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","Independent","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","Independent","P5-P7",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","Independent","P5-P7",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","Independent","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","Independent","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","Independent","S1-S3",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","Independent","S1-S3",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","Independent","S1-S3",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","Independent","S1-S3",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","Independent","S1-S3",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","Independent","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","Independent","S4-S6",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","Independent","S4-S6",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","Independent","S4-S6",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","Independent","S4-S6",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","Independent","S4-S6",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Dumfries & Galloway","Independent","S4-S6",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Primary","P1-P4",2008,2312.39,34.904,21.815,436.3,1300.174,130.89,87.26,43.63
"Dundee City","Primary","P1-P4",2009,2051.392,26.992,19.28,196.656,1322.608,154.24,61.696,23.136
"Dundee City","Primary","P1-P4",2010,1302.6,23.4,13,283.4,803.4,104,52,18.2
"Dundee City","Primary","P1-P4",2011,1848,48,28,284,1101,169,54,7
"Dundee City","Primary","P1-P4",2012,1707,44,28,299,963,112,60,12
"Dundee City","Primary","P1-P4",2013,1531,88,183,302,980,107,NA,NA
"Dundee City","Primary","P1-P4",2014,2785,149,183,517,1711,180,NA,NA
"Dundee City","Primary","P5-P7",2008,1959.804,16.665,0,403.293,789.921,106.656,39.996,16.665
"Dundee City","Primary","P5-P7",2009,1753.872,20.496,5.856,266.448,705.648,131.76,29.28,11.712
"Dundee City","Primary","P5-P7",2010,949.773,NA,NA,218.397,389.39,98.194,28.781,NA
"Dundee City","Primary","P5-P7",2011,1344,23,NA,257,519,105,37,NA
"Dundee City","Primary","P5-P7",2012,1088,37,20,265,460,59,34,9
"Dundee City","Primary","P5-P7",2013,1205,80,56,218,511,84,42,0
"Dundee City","Primary","P5-P7",2014,1483,78,86,390,632,95,37,0
"Dundee City","Secondary ","S1-S3",2008,636.701,53.533,19.363,94.537,217.549,84.286,12.529,21.641
"Dundee City","Secondary ","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Secondary ","S1-S3",2010,183.044,8.04,NA,13.132,31.892,27.068,NA,0
"Dundee City","Secondary ","S1-S3",2011,1002,26,NA,167,399,426,32,NA
"Dundee City","Secondary ","S1-S3",2012,691,16,6,86,381,417,28,10
"Dundee City","Secondary ","S1-S3",2013,467,5,NA,56,173,155,15,NA
"Dundee City","Secondary ","S1-S3",2014,517,7,NA,122,217,195,19,NA
"Dundee City","Secondary ","S4-S6",2008,443.94,18.875,NA,43.035,159.305,68.705,9.06,NA
"Dundee City","Secondary ","S4-S6",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Secondary ","S4-S6",2010,81.991,0,0,NA,22.015,9.996,NA,0
"Dundee City","Secondary ","S4-S6",2011,406,5,NA,28,187,122,7,NA
"Dundee City","Secondary ","S4-S6",2012,565,11,6,57,339,376,6,5
"Dundee City","Secondary ","S4-S6",2013,297,24,NA,36,126,105,6,NA
"Dundee City","Secondary ","S4-S6",2014,287,NA,NA,29,152,99,12,0
"Dundee City","SEN","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","SEN","P1-P4",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","SEN","P1-P4",2010,NA,0,NA,0,6,4.992,19.008,15.024
"Dundee City","SEN","P1-P4",2011,NA,0,0,NA,NA,5,17,0
"Dundee City","SEN","P1-P4",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","SEN","P1-P4",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","SEN","P1-P4",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","SEN","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","SEN","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","SEN","P5-P7",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","SEN","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","SEN","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","SEN","P5-P7",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","SEN","P5-P7",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","SEN","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","SEN","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","SEN","S1-S3",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","SEN","S1-S3",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","SEN","S1-S3",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","SEN","S1-S3",2013,0,0,0,0,NA,10,8,NA
"Dundee City","SEN","S1-S3",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","SEN","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","SEN","S4-S6",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","SEN","S4-S6",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","SEN","S4-S6",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","SEN","S4-S6",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","SEN","S4-S6",2013,0,0,0,0,NA,15,NA,0
"Dundee City","SEN","S4-S6",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Independent","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Independent","P1-P4",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Independent","P1-P4",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Independent","P1-P4",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Independent","P1-P4",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Independent","P1-P4",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Independent","P1-P4",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Independent","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Independent","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Independent","P5-P7",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Independent","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Independent","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Independent","P5-P7",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Independent","P5-P7",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Independent","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Independent","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Independent","S1-S3",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Independent","S1-S3",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Independent","S1-S3",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Independent","S1-S3",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Independent","S1-S3",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Independent","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Independent","S4-S6",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Independent","S4-S6",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Independent","S4-S6",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Independent","S4-S6",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Independent","S4-S6",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Dundee City","Independent","S4-S6",2014,NA,NA,NA,NA,NA,NA,NA,NA
"East Ayrshire","Primary","P1-P4",2008,2169.897,82.926,NA,198.101,1617.057,354.739,142.817,NA
"East Ayrshire","Primary","P1-P4",2009,1731.66,52.136,18.62,204.82,1340.64,279.3,93.1,11.172
"East Ayrshire","Primary","P1-P4",2010,1546.529,66.438,NA,269.443,1299.232,394.937,95.966,NA
"East Ayrshire","Primary","P1-P4",2011,2005,116,30,265,1519,493,99,5
"East Ayrshire","Primary","P1-P4",2012,1946,140,NA,362,1567,282,119,NA
"East Ayrshire","Primary","P1-P4",2013,1929,211,190,323,1415,235,91,28
"East Ayrshire","Primary","P1-P4",2014,2104,212,275,444,1389,189,139,0
"East Ayrshire","Primary","P5-P7",2008,1832.688,113.256,NA,233.376,840.84,312.312,99.528,NA
"East Ayrshire","Primary","P5-P7",2009,1453.576,83.22,NA,185.858,735.11,252.434,63.802,NA
"East Ayrshire","Primary","P5-P7",2010,1161.204,77.748,NA,203.148,689.7,298.452,70.224,NA
"East Ayrshire","Primary","P5-P7",2011,1517,129,6,252,718,336,92,0
"East Ayrshire","Primary","P5-P7",2012,1442,138,NA,332,665,194,74,NA
"East Ayrshire","Primary","P5-P7",2013,1476,189,138,262,669,176,NA,NA
"East Ayrshire","Primary","P5-P7",2014,1646,196,127,312,702,125,NA,NA
"East Ayrshire","Secondary ","S1-S3",2008,837.728,6.684,NA,113.628,258.448,982.548,28.964,NA
"East Ayrshire","Secondary ","S1-S3",2009,455.499,NA,0,45.408,130.548,756.327,28.38,NA
